Wavenumbercm-1,00:02:32,00:05:32,00:08:32,00:11:32,00:14:32,00:30:55,00:33:54,00:36:55,00:39:55,00:42:55,00:45:55,00:48:55,00:51:55,00:54:55,00:57:54,01:00:55,01:03:55,01:06:55,01:09:55,01:12:55,01:15:55,01:18:55,01:21:56,01:24:56,01:27:55,01:30:55,01:37:04,01:40:04,01:43:04,01:46:04
2622,0.000139406442224839,-0.000176889272085779,-0.000531188814490699,-0.000463872147237764,-0.000747193801494892,-0.0014608783481245,-0.00201126436966001,-0.00218441191108141,-0.00230592083864722,-0.00221118031711038,-0.00221158024466463,-0.00202931632600143,-0.00233084125071099,-0.00241981588910727,-0.00248772016756004,-0.00252553404278396,-0.00223972382945256,-0.00245006645291673,-0.00287779453508475,-0.00283116424734816,-0.00293124840184912,-0.00309062285270654,-0.00331044656139604,-0.00333362630302969,-0.00340891674558234,-0.00349808575582351,-0.00637096435095409,-3.95922372439568E-05,0.00329526224633696,0.00305385445622114
2620,-0.0013873131746558,-0.00173746285020216,-0.00207287807512162,-0.00195424749038788,-0.00230671740053642,-0.00299450867470518,-0.00353250447287463,-0.00368027977322115,-0.00383969317414996,-0.00373710231776165,-0.00374803426298098,-0.00354176186833647,-0.00382853510684124,-0.00394007806483283,-0.00398847906821068,-0.00400066192710978,-0.00372855948755942,-0.00394725423606645,-0.00437004899667133,-0.00428622770401769,-0.00441947587411028,-0.00461928294126189,-0.00482019049720177,-0.00482337331386462,-0.00489656916688349,-0.00498484035177733,-0.00782886366760795,-0.00149069854588359,0.00182604743755472,0.00155303668985861
2618,-0.00277430977314596,-0.00312427741936412,-0.00346748909697359,-0.00332525102527262,-0.00373167024795734,-0.00445917354157319,-0.00496419542991551,-0.00508851492184447,-0.00526227316540915,-0.00519163751139308,-0.00513869968327205,-0.00498027796124735,-0.00525236295171399,-0.00539240285522051,-0.00538557657644537,-0.0054269460843415,-0.00514676900724168,-0.00538241444038838,-0.00577507413451851,-0.005665006770816,-0.0058280268386399,-0.00607088331945732,-0.00622515241708949,-0.00627786199175434,-0.00628838061368488,-0.00637932024304316,-0.00920552767531625,-0.00288988671720717,0.000444431686792344,0.000157096617390805
2616,-0.00392867939489088,-0.00427572715966477,-0.00460653457146964,-0.0045134780445778,-0.00490896178789806,-0.00571091318421227,-0.00619332952812328,-0.00629514678273185,-0.0064713701187706,-0.00645884526530459,-0.00630401045749046,-0.00623196888197011,-0.00649867160021598,-0.0066246811081594,-0.00658685213435979,-0.0066713778301729,-0.00638808561949618,-0.00662646852442083,-0.0069954993381969,-0.00688821209441647,-0.00704246400883251,-0.0073159326227472,-0.00741608802392313,-0.00753467163107423,-0.00748744197393808,-0.00755405527244696,-0.0103747040274812,-0.00408089740892119,-0.000725626054568873,-0.00098411970508339
2614,-0.00479422009995108,-0.00517978838429387,-0.00543428698589763,-0.00544216240019516,-0.00577978957292238,-0.00665086052730415,-0.0071164345630627,-0.00721635809587784,-0.00740720621959876,-0.00743700588632212,-0.007213274202948,-0.00721723131454519,-0.00746635515805969,-0.00753809177071056,-0.00753693497262299,-0.00762534378369688,-0.00738318874098766,-0.00758688878393838,-0.00795876471117733,-0.00787022217388681,-0.00797016178353672,-0.00827081920773387,-0.00833678673135348,-0.00847227917846863,-0.00841097669584841,-0.0084562284407792,-0.0112654123983526,-0.00493347786843587,-0.00159570535616908,-0.00180593723739958
2612,-0.00528302671460756,-0.00573780308959599,-0.00589017502826748,-0.00597285236502329,-0.00626056610671666,-0.00718035694299983,-0.00762246652056569,-0.00775639271080822,-0.00796930588828502,-0.00800194796262693,-0.00776886323567498,-0.00781492135716177,-0.00801625492131305,-0.00805715502272734,-0.00812951155158544,-0.00816911298091707,-0.00799934246915915,-0.0081583632646493,-0.00855046625644365,-0.00846302113446705,-0.00850389503753181,-0.00882866109075628,-0.00889880738626447,-0.00899054044136996,-0.00893917655827739,-0.00901301952857473,-0.0117892025925574,-0.00536838028085,-0.00207657010303624,-0.00226183119417122
2610,-0.00540425150224173,-0.00590625182363801,-0.0060080610611336,-0.00608569791523788,-0.0063581026041403,-0.0072952916274644,-0.00772310279831707,-0.00790809771635571,-0.00812129505195834,-0.00813435288202127,-0.00792794657678994,-0.00797716187104762,-0.00812633428997606,-0.00819967112573142,-0.00831996334732646,-0.00828848874083103,-0.00816648017116073,-0.00832740556397201,-0.00872983738816628,-0.00861810476152492,-0.00864193014772936,-0.00896630605023722,-0.00907564715127191,-0.00910308442926571,-0.00904717807959609,-0.00919686733408981,-0.0119228522772767,-0.00543541055820485,-0.00217400312218823,-0.00236343296081393
2608,-0.00541764318170923,-0.00591244580497824,-0.00604236901507919,-0.00605382123031241,-0.00632974405982417,-0.00723942816458578,-0.00768594675705227,-0.00789944659811211,-0.00808284135654309,-0.00807786940086659,-0.00791519898385329,-0.00792896640076245,-0.00806858999740028,-0.00819514587253259,-0.00832103228408799,-0.00822795871320123,-0.00810142973221995,-0.00832610033986934,-0.00870968330579569,-0.00858349530648121,-0.00862423663525638,-0.0089194458459609,-0.00908006985100765,-0.00905954065475078,-0.00898047917666069,-0.00919773427800843,-0.0118797344241281,-0.00538221264448553,-0.00211813215960977,-0.00231671010025154
2606,-0.005651030617151,-0.0060932707360732,-0.00629557035289277,-0.00623701783999654,-0.00652151359807072,-0.00736739252510589,-0.00785257803223494,-0.00805492988538096,-0.00820758270845628,-0.00818214020417497,-0.00807324340246999,-0.00803666985560535,-0.0082164555658324,-0.00835510777013112,-0.0084723656495464,-0.00833141444318061,-0.00818086072086818,-0.00847981872791857,-0.00882114333187379,-0.00872571530446987,-0.00877329090596088,-0.00903991987530784,-0.00923713197648489,-0.00918744114319164,-0.00910223148233524,-0.00932720479675566,-0.0119910344171561,-0.00550374125455211,-0.00222362947315608,-0.00243219117355063
2604,-0.00612174624500586,-0.00649566790172488,-0.00676535495264879,-0.00667669782508994,-0.00698577601398276,-0.00775646229792694,-0.00825955893781246,-0.00843062940291615,-0.00858059135998997,-0.00851711913365569,-0.00844387573348354,-0.00838375880994193,-0.00861323730021124,-0.008732504773331,-0.00883759592569201,-0.0086599269058356,-0.00850993728938375,-0.00882800389279494,-0.00913107341173196,-0.00909964809251932,-0.00914110646541916,-0.0093951963401608,-0.00959965520008322,-0.00953338536049232,-0.00948621677914253,-0.00966272522289504,-0.0123238081332691,-0.00584079246707779,-0.00255248836944669,-0.00278507737272129
2602,-0.00651815551029278,-0.00684456475309666,-0.00713808522613938,-0.0070732440268954,-0.00742428081003827,-0.00812034950760126,-0.00860699769462826,-0.0087502461149979,-0.00892011945701879,-0.00881113422031376,-0.00872485076039861,-0.00867851606785506,-0.00893430105335691,-0.00906314738356452,-0.00912868872809744,-0.00894498431931273,-0.008815540308635,-0.00908383729102932,-0.00938125189908891,-0.00939906617624753,-0.00946524474892944,-0.00969498261236498,-0.00988082223350651,-0.00982714105611339,-0.0098346836750985,-0.00995801719676804,-0.0126030960028143,-0.00614353247386374,-0.00285922967233661,-0.00311351231586759
2600,-0.00658249795384487,-0.00691559742148587,-0.00717222760489633,-0.00716724053088033,-0.00754591707324065,-0.00818108748939805,-0.00864706148464648,-0.00876898038858471,-0.0089571116704229,-0.00882114545508863,-0.00869561050784436,-0.00866644706174379,-0.00892586523269641,-0.00910995790953078,-0.0091030827640082,-0.00896408101434869,-0.00883496804045711,-0.00902863122837337,-0.0093602564064217,-0.00938069349404405,-0.00951150893962571,-0.0096846824903309,-0.00984312141116545,-0.00984856080991356,-0.0098671682781938,-0.00997468315080974,-0.0125862667547242,-0.00618362625200104,-0.00291126570142346,-0.00314866862740247
