Wavenumbercm-1,0.00e+00 M,1.30e+01 M,8.68e+00 M,6.51e+00 M,5.21e+00 M,4.34e+00 M,3.47e+00 M,2.60e+00 M,0.00e+00 M
2880,-0.00047479444255104,1.4515526544908416e-05,-0.0009746496272201,-0.0014819368796410001,-0.0020114881371238666,-0.0025852693967628334,-0.0032620202896673,-0.0037289779888247665,-0.0007083158869994499
2878,-0.00048453957840059996,3.4882142204729094e-05,-0.00095291741535435,-0.0014765143531819001,-0.0019735065567494663,-0.0025974328238782666,-0.003280337208760533,-0.0037234157751333667,-0.0006546197078081998
2876,-0.00049031136181274,-1.9664756746099995e-05,-0.00096715436900355,-0.0015547833449435003,-0.0019769052190891333,-0.0026410471130254996,-0.0033311217110114665,-0.0037367244243798666,-0.0006249830271817003
2874,-0.00049312221877746,-0.00010861775485258743,-0.00101104910407935,-0.0016557277836467665,-0.0020302811139631667,-0.0026873408124462334,-0.0033687541302593,-0.0037591473325381,-0.0006208968520990501
2872,-0.00050179917302972,-0.000212045814223025,-0.0010852594974059,-0.0017300022567758998,-0.0021118312745828,-0.0027181163918113664,-0.003379522733504,-0.0037901284399108333,-0.0006172256754788499
2870,-0.00051777023136108,-0.00037068559624613747,-0.0012109473063038,-0.0018005262777846332,-0.002215291068310967,-0.002761888687464433,-0.0034102605948496665,-0.0038490728900459673,-0.00060792363014425
2868,-0.00052955027585728,-0.0006075462592016,-0.0013863260405135,-0.0019061853320148,-0.0023517671857242336,-0.002859706689083167,-0.0035063329181165333,-0.003949938278603067,-0.0006133137080210252
2866,-0.0005268365423187199,-0.0008690628980585,-0.0015654708183900998,-0.0020365832320280333,-0.0025059622431636,-0.0030073299661247336,-0.0036532513926758998,-0.004074532013786668,-0.0006399682187508749
2864,-0.00051101684860872,-0.00109501050064405,-0.0017136425061904,-0.0021718891215477,-0.0026374898395536335,-0.003166049581548967,-0.0038087938456949667,-0.0041959828792950335,-0.0006744544463252503
2862,-0.0004898421197222799,-0.0012951070214083501,-0.001856850551755,-0.002337850980265533,-0.0027356820054287,-0.0033131835862111668,-0.0039581294344464,-0.004316611722556966,-0.0007180911806776003
2860,-0.00046952117383998,-0.001507334371854825,-0.00204052318723645,-0.0025618524184741,-0.0028349329901774002,-0.0034462275860196,-0.004103210140231533,-0.0044538126770960335,-0.0007891384090850753
2858,-0.00045444404638796,-0.0017212321714361,-0.00225513679163415,-0.0028054494246940666,-0.0029632680057338004,-0.0035573606391821667,-0.0042306892009240996,-0.0045996364259592,-0.0008868949689098502
2856,-0.00044614199413839996,-0.0018921088785317502,-0.0024415056273506,-0.002994882130764933,-0.0031062626516012003,-0.0036425186807514,-0.004328943276385434,-0.0047237279354095,-0.0009908651362549752
